property_id,check_in_date,room_category,successful_bookings,capacity
19562,24-May-22,RT2,13,23
18563,24-May-22,RT2,17,29
17561,24-May-22,RT2,23,36
17558,24-May-22,RT2,24,50
16562,24-May-22,RT2,23,43
16561,24-May-22,RT2,15,24
16558,24-May-22,RT2,14,22
19560,24-May-22,RT2,25,38
16563,24-May-22,RT2,23,38
16559,24-May-22,RT2,23,41
19559,24-May-22,RT2,20,41
19558,24-May-22,RT2,17,39
17559,24-May-22,RT2,21,39
16560,24-May-22,RT2,19,34
18562,24-May-22,RT2,20,34
18559,24-May-22,RT2,18,44
17563,24-May-22,RT2,31,44
17562,24-May-22,RT2,13,30
18558,24-May-22,RT2,16,30
17564,24-May-22,RT2,18,40
18561,24-May-22,RT2,28,40
18560,24-May-22,RT2,23,40
17560,24-May-22,RT2,26,45
19561,24-May-22,RT2,20,45
19563,24-May-22,RT2,25,45
16559,24-May-22,RT1,21,30
19562,24-May-22,RT3,17,29
19561,24-May-22,RT3,17,29
18562,24-May-22,RT3,17,29
17558,24-May-22,RT3,15,27
17562,24-May-22,RT3,12,27
19559,24-May-22,RT3,14,27
16559,24-May-22,RT3,18,32
16558,24-May-22,RT3,5,8
18560,24-May-22,RT3,15,24
19558,24-May-22,RT3,8,21
16561,24-May-22,RT3,13,21
19560,24-May-22,RT3,13,19
17561,24-May-22,RT3,14,19
18561,24-May-22,RT3,14,25
16562,24-May-22,RT3,9,18
17563,24-May-22,RT3,9,16
17564,24-May-22,RT3,9,24
17559,24-May-22,RT3,10,16
18559,24-May-22,RT3,10,23
16563,24-May-22,RT3,12,20
17560,24-May-22,RT3,12,25
18558,24-May-22,RT3,12,26
16560,24-May-22,RT3,11,20
18563,24-May-22,RT3,11,23
16558,24-May-22,RT4,2,3
16562,24-May-22,RT4,4,6
17558,24-May-22,RT4,4,6
16560,24-May-22,RT4,4,7
18561,24-May-22,RT4,4,9
17560,24-May-22,RT4,5,13
16561,24-May-22,RT4,6,10
19559,24-May-22,RT4,1,3
17564,24-May-22,RT4,7,17
18560,24-May-22,RT4,12,15
19560,24-May-22,RT4,10,16
18559,24-May-22,RT4,9,19
17563,24-May-22,RT4,13,19
19562,24-May-22,RT4,9,14
17559,24-May-22,RT4,8,14
18558,24-May-22,RT4,10,20
18562,24-May-22,RT4,14,20
18563,24-May-22,RT4,10,18
16563,24-May-22,RT4,11,18
16559,24-May-22,RT4,13,18
17562,24-May-22,RT4,3,6
19563,24-May-22,RT4,3,6
19558,24-May-22,RT4,3,7
19561,24-May-22,RT4,3,7
17561,24-May-22,RT4,3,4
16559,25-May-22,RT1,20,30
18560,25-May-22,RT1,18,30
19562,25-May-22,RT1,19,30
19563,25-May-22,RT1,18,30
17558,25-May-22,RT1,11,19
16558,25-May-22,RT1,13,19
17560,25-May-22,RT1,19,40
19558,25-May-22,RT1,18,40
19560,25-May-22,RT1,18,26
17561,25-May-22,RT1,15,26
16560,25-May-22,RT1,20,34
16561,25-May-22,RT1,12,18
16562,25-May-22,RT1,16,31
16563,25-May-22,RT1,25,41
17559,25-May-22,RT1,22,32
17562,25-May-22,RT1,9,20
17563,25-May-22,RT1,16,25
18558,25-May-22,RT1,8,15
18559,25-May-22,RT1,17,42
18561,25-May-22,RT1,20,33
18562,25-May-22,RT1,25,38
18563,25-May-22,RT1,14,27
19559,25-May-22,RT1,13,24
19561,25-May-22,RT1,18,36
17564,25-May-22,RT1,6,16
19562,25-May-22,RT2,14,23
18563,25-May-22,RT2,14,29
17561,25-May-22,RT2,19,36
17558,25-May-22,RT2,25,50
16562,25-May-22,RT2,22,43
16561,25-May-22,RT2,15,24
16558,25-May-22,RT2,13,22
19560,25-May-22,RT2,23,38
16563,25-May-22,RT2,21,38
16559,25-May-22,RT2,26,41
19559,25-May-22,RT2,20,41
19558,25-May-22,RT2,17,39
17559,25-May-22,RT2,25,39
16560,25-May-22,RT2,16,34
18562,25-May-22,RT2,22,34
18559,25-May-22,RT2,19,44
17563,25-May-22,RT2,30,44
17562,25-May-22,RT2,11,30
18558,25-May-22,RT2,14,30
17564,25-May-22,RT2,17,40
18561,25-May-22,RT2,22,40
18560,25-May-22,RT2,25,40
17560,25-May-22,RT2,24,45
19561,25-May-22,RT2,24,45
19563,25-May-22,RT2,23,45
19563,25-May-22,RT3,15,29
19562,25-May-22,RT3,18,29
19561,25-May-22,RT3,14,29
18562,25-May-22,RT3,18,29
17558,25-May-22,RT3,13,27
17562,25-May-22,RT3,10,27
19559,25-May-22,RT3,14,27
16559,25-May-22,RT3,19,32
16558,25-May-22,RT3,5,8
18561,25-May-22,RT3,18,25
16560,25-May-22,RT3,8,20
18558,25-May-22,RT3,13,26
18560,25-May-22,RT3,13,24
17560,25-May-22,RT3,14,25
16562,25-May-22,RT3,9,18
17559,25-May-22,RT3,10,16
17563,25-May-22,RT3,10,16
19558,25-May-22,RT3,10,21
16561,25-May-22,RT3,12,21
16563,25-May-22,RT3,12,20
17561,25-May-22,RT3,12,19
18563,25-May-22,RT3,12,23
19560,25-May-22,RT3,12,19
17564,25-May-22,RT3,12,24
18559,25-May-22,RT3,11,23
19559,25-May-22,RT4,2,3
16558,25-May-22,RT4,2,3
16562,25-May-22,RT4,4,6
19563,25-May-22,RT4,4,6
16560,25-May-22,RT4,4,7
19561,25-May-22,RT4,4,7
17560,25-May-22,RT4,5,13
18561,25-May-22,RT4,5,9
16561,25-May-22,RT4,7,10
17564,25-May-22,RT4,8,17
18560,25-May-22,RT4,10,15
19560,25-May-22,RT4,9,16
18559,25-May-22,RT4,8,19
17563,25-May-22,RT4,13,19
19562,25-May-22,RT4,9,14
17559,25-May-22,RT4,9,14
18558,25-May-22,RT4,9,20
18562,25-May-22,RT4,13,20
18563,25-May-22,RT4,9,18
16563,25-May-22,RT4,11,18
16559,25-May-22,RT4,10,18
17558,25-May-22,RT4,3,6
17562,25-May-22,RT4,3,6
19558,25-May-22,RT4,3,7
17561,25-May-22,RT4,3,4
16559,26-May-22,RT1,21,30
18560,26-May-22,RT1,19,30
19562,26-May-22,RT1,16,30
19563,26-May-22,RT1,15,30
17558,26-May-22,RT1,9,19
16558,26-May-22,RT1,12,19
17560,26-May-22,RT1,21,40
19558,26-May-22,RT1,15,40
19560,26-May-22,RT1,14,26
17561,26-May-22,RT1,16,26
16560,26-May-22,RT1,18,34
16561,26-May-22,RT1,12,18
16562,26-May-22,RT1,15,31
16563,26-May-22,RT1,22,41
17559,26-May-22,RT1,21,32
17562,26-May-22,RT1,9,20
17563,26-May-22,RT1,15,25
18558,26-May-22,RT1,8,15
18559,26-May-22,RT1,15,42
18561,26-May-22,RT1,21,33
18562,26-May-22,RT1,22,38
18563,26-May-22,RT1,13,27
19559,26-May-22,RT1,11,24
19561,26-May-22,RT1,16,36
17564,26-May-22,RT1,8,16
19562,26-May-22,RT2,15,23
18563,26-May-22,RT2,15,29
17561,26-May-22,RT2,23,36
17558,26-May-22,RT2,25,50
16562,26-May-22,RT2,20,43
16561,26-May-22,RT2,17,24
16558,26-May-22,RT2,15,22
19560,26-May-22,RT2,23,38
16563,26-May-22,RT2,22,38
16559,26-May-22,RT2,26,41
19559,26-May-22,RT2,21,41
19558,26-May-22,RT2,15,39
17559,26-May-22,RT2,23,39
16560,26-May-22,RT2,17,34
18562,26-May-22,RT2,19,34
18559,26-May-22,RT2,17,44
17563,26-May-22,RT2,26,44
17562,26-May-22,RT2,11,30
18558,26-May-22,RT2,15,30
17564,26-May-22,RT2,17,40
18561,26-May-22,RT2,23,40
18560,26-May-22,RT2,27,40
17560,26-May-22,RT2,21,45
19561,26-May-22,RT2,23,45
19563,26-May-22,RT2,22,45
19563,26-May-22,RT3,13,29
19562,26-May-22,RT3,20,29
19561,26-May-22,RT3,15,29
18562,26-May-22,RT3,19,29
17558,26-May-22,RT3,14,27
17562,26-May-22,RT3,13,27
19559,26-May-22,RT3,15,27
16559,26-May-22,RT3,23,32
16558,26-May-22,RT3,5,8
18560,26-May-22,RT3,15,24
16563,26-May-22,RT3,13,20
16561,26-May-22,RT3,14,21
18561,26-May-22,RT3,14,25
16562,26-May-22,RT3,9,18
16560,26-May-22,RT3,10,20
17563,26-May-22,RT3,10,16
19558,26-May-22,RT3,10,21
17564,26-May-22,RT3,10,24
17559,26-May-22,RT3,12,16
17560,26-May-22,RT3,12,25
17561,26-May-22,RT3,12,19
18558,26-May-22,RT3,12,26
18563,26-May-22,RT3,12,23
19560,26-May-22,RT3,12,19
18559,26-May-22,RT3,11,23
17562,26-May-22,RT4,2,6
19559,26-May-22,RT4,2,3
16558,26-May-22,RT4,2,3
16560,26-May-22,RT4,4,7
19561,26-May-22,RT4,4,7
18561,26-May-22,RT4,5,9
16561,26-May-22,RT4,6,10
17560,26-May-22,RT4,6,13
17564,26-May-22,RT4,6,17
18560,26-May-22,RT4,8,15
19560,26-May-22,RT4,10,16
18559,26-May-22,RT4,8,19
17563,26-May-22,RT4,12,19
19562,26-May-22,RT4,8,14
17559,26-May-22,RT4,9,14
18558,26-May-22,RT4,10,20
18562,26-May-22,RT4,13,20
18563,26-May-22,RT4,9,18
16563,26-May-22,RT4,11,18
16559,26-May-22,RT4,12,18
16562,26-May-22,RT4,3,6
17558,26-May-22,RT4,3,6
19563,26-May-22,RT4,3,6
19558,26-May-22,RT4,3,7
17561,26-May-22,RT4,3,4
19563,27-May-22,RT3,14,29
18560,27-May-22,RT1,19,30
19562,27-May-22,RT1,17,30
19563,27-May-22,RT1,16,30
17558,27-May-22,RT1,10,19
16558,27-May-22,RT1,12,19
17560,27-May-22,RT1,18,40
19558,27-May-22,RT1,19,40
19560,27-May-22,RT1,18,26
17561,27-May-22,RT1,16,26
16560,27-May-22,RT1,19,34
16561,27-May-22,RT1,10,18
16562,27-May-22,RT1,15,31
16563,27-May-22,RT1,23,41
17559,27-May-22,RT1,19,32
17562,27-May-22,RT1,9,20
17563,27-May-22,RT1,15,25
18558,27-May-22,RT1,8,15
18559,27-May-22,RT1,18,42
18561,27-May-22,RT1,20,33
18562,27-May-22,RT1,21,38
18563,27-May-22,RT1,13,27
19559,27-May-22,RT1,13,24
19561,27-May-22,RT1,18,36
17564,27-May-22,RT1,6,16
19562,27-May-22,RT2,14,23
18563,27-May-22,RT2,15,29
17561,27-May-22,RT2,19,36
17558,27-May-22,RT2,26,50
16562,27-May-22,RT2,19,43
16561,27-May-22,RT2,13,24
16558,27-May-22,RT2,13,22
19560,27-May-22,RT2,24,38
16563,27-May-22,RT2,26,38
16559,27-May-22,RT2,28,41
19559,27-May-22,RT2,18,41
19558,27-May-22,RT2,16,39
17559,27-May-22,RT2,26,39
16560,27-May-22,RT2,18,34
18562,27-May-22,RT2,22,34
18559,27-May-22,RT2,17,44
17563,27-May-22,RT2,31,44
17562,27-May-22,RT2,13,30
18558,27-May-22,RT2,14,30
17564,27-May-22,RT2,19,40
18561,27-May-22,RT2,27,40
18560,27-May-22,RT2,28,40
17560,27-May-22,RT2,25,45
19561,27-May-22,RT2,24,45
19563,27-May-22,RT2,21,45
16559,27-May-22,RT1,18,30
19562,27-May-22,RT3,16,29
19561,27-May-22,RT3,16,29
18562,27-May-22,RT3,20,29
17558,27-May-22,RT3,14,27
17562,27-May-22,RT3,11,27
19559,27-May-22,RT3,15,27
16559,27-May-22,RT3,22,32
16558,27-May-22,RT3,5,8
18560,27-May-22,RT3,16,24
16563,27-May-22,RT3,13,20
17560,27-May-22,RT3,13,25
18561,27-May-22,RT3,13,25
16562,27-May-22,RT3,9,18
17564,27-May-22,RT3,9,24
17563,27-May-22,RT3,10,16
18559,27-May-22,RT3,10,23
19558,27-May-22,RT3,10,21
17559,27-May-22,RT3,12,16
17561,27-May-22,RT3,12,19
18558,27-May-22,RT3,12,26
18563,27-May-22,RT3,12,23
19560,27-May-22,RT3,12,19
16560,27-May-22,RT3,11,20
16561,27-May-22,RT3,11,21
19559,27-May-22,RT4,2,3
16558,27-May-22,RT4,2,3
16560,27-May-22,RT4,4,7
17560,27-May-22,RT4,5,13
16561,27-May-22,RT4,6,10
18561,27-May-22,RT4,6,9
17564,27-May-22,RT4,7,17
18560,27-May-22,RT4,10,15
19560,27-May-22,RT4,9,16
18559,27-May-22,RT4,7,19
17563,27-May-22,RT4,12,19
19562,27-May-22,RT4,9,14
17559,27-May-22,RT4,9,14
18558,27-May-22,RT4,11,20
18562,27-May-22,RT4,10,20
18563,27-May-22,RT4,10,18
16563,27-May-22,RT4,12,18
16559,27-May-22,RT4,11,18
16562,27-May-22,RT4,3,6
17558,27-May-22,RT4,3,6
17562,27-May-22,RT4,3,6
19563,27-May-22,RT4,3,6
19558,27-May-22,RT4,3,7
19561,27-May-22,RT4,3,7
17561,27-May-22,RT4,3,4
16559,28-May-22,RT1,26,30
18560,28-May-22,RT1,24,30
19562,28-May-22,RT1,26,30
19563,28-May-22,RT1,22,30
17558,28-May-22,RT1,15,19
16558,28-May-22,RT1,17,19
17560,28-May-22,RT1,29,40
19558,28-May-22,RT1,25,40
19560,28-May-22,RT1,24,26
17561,28-May-22,RT1,24,26
16560,28-May-22,RT1,24,34
16561,28-May-22,RT1,16,18
16562,28-May-22,RT1,23,31
16563,28-May-22,RT1,39,41
17559,28-May-22,RT1,27,32
17562,28-May-22,RT1,13,20
17563,28-May-22,RT1,25,25
18558,28-May-22,RT1,12,15
18559,28-May-22,RT1,24,42
18561,28-May-22,RT1,31,33
18562,28-May-22,RT1,32,38
18563,28-May-22,RT1,19,27
19559,28-May-22,RT1,18,24
19561,28-May-22,RT1,26,36
17564,28-May-22,RT1,9,16
19562,28-May-22,RT2,23,23
18563,28-May-22,RT2,20,29
17561,28-May-22,RT2,32,36
17558,28-May-22,RT2,36,50
16562,28-May-22,RT2,33,43
16561,28-May-22,RT2,23,24
16558,28-May-22,RT2,19,22
19560,28-May-22,RT2,33,38
16563,28-May-22,RT2,31,38
16559,28-May-22,RT2,36,41
19559,28-May-22,RT2,30,41
19558,28-May-22,RT2,25,39
17559,28-May-22,RT2,38,39
16560,28-May-22,RT2,27,34
18562,28-May-22,RT2,31,34
18559,28-May-22,RT2,27,44
17563,28-May-22,RT2,40,44
17562,28-May-22,RT2,17,30
18558,28-May-22,RT2,23,30
17564,28-May-22,RT2,24,40
18561,28-May-22,RT2,34,40
18560,28-May-22,RT2,33,40
17560,28-May-22,RT2,34,45
19561,28-May-22,RT2,31,45
19563,28-May-22,RT2,35,45
19563,28-May-22,RT3,22,29
19562,28-May-22,RT3,26,29
19561,28-May-22,RT3,20,29
18562,28-May-22,RT3,27,29
17558,28-May-22,RT3,22,27
17562,28-May-22,RT3,18,27
19559,28-May-22,RT3,19,27
16559,28-May-22,RT3,31,32
17560,28-May-22,RT3,18,25
18561,28-May-22,RT3,24,25
16561,28-May-22,RT3,20,21
16563,28-May-22,RT3,17,20
17561,28-May-22,RT3,17,19
18558,28-May-22,RT3,19,26
18560,28-May-22,RT3,24,24
18563,28-May-22,RT3,16,23
19560,28-May-22,RT3,17,19
17563,28-May-22,RT3,15,16
17564,28-May-22,RT3,15,24
16558,28-May-22,RT3,8,8
18559,28-May-22,RT3,13,23
19558,28-May-22,RT3,13,21
16560,28-May-22,RT3,14,20
16562,28-May-22,RT3,14,18
17559,28-May-22,RT3,14,16
19559,28-May-22,RT4,2,3
17561,28-May-22,RT4,4,4
16560,28-May-22,RT4,5,7
16562,28-May-22,RT4,5,6
17558,28-May-22,RT4,5,6
19558,28-May-22,RT4,5,7
19561,28-May-22,RT4,5,7
19563,28-May-22,RT4,5,6
16561,28-May-22,RT4,9,10
17560,28-May-22,RT4,9,13
18561,28-May-22,RT4,9,9
17564,28-May-22,RT4,10,17
18560,28-May-22,RT4,13,15
19560,28-May-22,RT4,15,16
18559,28-May-22,RT4,12,19
17563,28-May-22,RT4,17,19
19562,28-May-22,RT4,14,14
17559,28-May-22,RT4,13,14
18558,28-May-22,RT4,13,20
18562,28-May-22,RT4,19,20
18563,28-May-22,RT4,13,18
16563,28-May-22,RT4,16,18
16559,28-May-22,RT4,18,18
17562,28-May-22,RT4,3,6
16558,28-May-22,RT4,3,3
16559,29-May-22,RT1,23,30
18560,29-May-22,RT1,25,30
19562,29-May-22,RT1,22,30
19563,29-May-22,RT1,19,30
17558,29-May-22,RT1,12,19
16558,29-May-22,RT1,14,19
17560,29-May-22,RT1,22,40
19558,29-May-22,RT1,19,40
19560,29-May-22,RT1,22,26
17561,29-May-22,RT1,19,26
16560,29-May-22,RT1,20,34
16561,29-May-22,RT1,11,18
16562,29-May-22,RT1,17,31
16563,29-May-22,RT1,34,41
17559,29-May-22,RT1,22,32
17562,29-May-22,RT1,9,20
17563,29-May-22,RT1,17,25
18558,29-May-22,RT1,8,15
18559,29-May-22,RT1,20,42
18561,29-May-22,RT1,26,33
18562,29-May-22,RT1,32,38
18563,29-May-22,RT1,17,27
19559,29-May-22,RT1,15,24
19561,29-May-22,RT1,23,36
17564,29-May-22,RT1,8,16
19562,29-May-22,RT2,19,23
18563,29-May-22,RT2,16,29
17561,29-May-22,RT2,27,36
17558,29-May-22,RT2,34,50
16562,29-May-22,RT2,25,43
16561,29-May-22,RT2,19,24
16558,29-May-22,RT2,16,22
19560,29-May-22,RT2,31,38
16563,29-May-22,RT2,27,38
16559,29-May-22,RT2,31,41
19559,29-May-22,RT2,28,41
19558,29-May-22,RT2,19,39
17559,29-May-22,RT2,33,39
16560,29-May-22,RT2,19,34
18562,29-May-22,RT2,28,34
18559,29-May-22,RT2,25,44
17563,29-May-22,RT2,30,44
17562,29-May-22,RT2,14,30
18558,29-May-22,RT2,20,30
17564,29-May-22,RT2,21,40
18561,29-May-22,RT2,27,40
18560,29-May-22,RT2,30,40
17560,29-May-22,RT2,27,45
19561,29-May-22,RT2,29,45
19563,29-May-22,RT2,27,45
19563,29-May-22,RT3,19,29
19562,29-May-22,RT3,20,29
19561,29-May-22,RT3,16,29
18562,29-May-22,RT3,24,29
17558,29-May-22,RT3,17,27
17562,29-May-22,RT3,13,27
19559,29-May-22,RT3,18,27
16559,29-May-22,RT3,27,32
16558,29-May-22,RT3,7,8
17560,29-May-22,RT3,17,25
18561,29-May-22,RT3,20,25
16561,29-May-22,RT3,17,21
18558,29-May-22,RT3,17,26
18560,29-May-22,RT3,18,24
19560,29-May-22,RT3,15,19
17563,29-May-22,RT3,13,16
17564,29-May-22,RT3,13,24
16563,29-May-22,RT3,14,20
17561,29-May-22,RT3,14,19
18563,29-May-22,RT3,14,23
16560,29-May-22,RT3,11,20
16562,29-May-22,RT3,11,18
17559,29-May-22,RT3,11,16
18559,29-May-22,RT3,11,23
19558,29-May-22,RT3,11,21
17562,29-May-22,RT4,2,6
19559,29-May-22,RT4,2,3
17558,29-May-22,RT4,4,6
16560,29-May-22,RT4,4,7
19558,29-May-22,RT4,4,7
19561,29-May-22,RT4,4,7
16561,29-May-22,RT4,8,10
17560,29-May-22,RT4,8,13
18561,29-May-22,RT4,7,9
17564,29-May-22,RT4,7,17
18560,29-May-22,RT4,12,15
19560,29-May-22,RT4,10,16
18559,29-May-22,RT4,9,19
17563,29-May-22,RT4,13,19
19562,29-May-22,RT4,9,14
17559,29-May-22,RT4,11,14
18558,29-May-22,RT4,11,20
18562,29-May-22,RT4,15,20
18563,29-May-22,RT4,11,18
16563,29-May-22,RT4,12,18
16559,29-May-22,RT4,15,18
16562,29-May-22,RT4,3,6
19563,29-May-22,RT4,3,6
17561,29-May-22,RT4,3,4
16558,29-May-22,RT4,3,3
19563,30-May-22,RT3,12,29
18560,30-May-22,RT1,15,30
19562,30-May-22,RT1,17,30
19563,30-May-22,RT1,13,30
17558,30-May-22,RT1,8,19
16558,30-May-22,RT1,10,19
17560,30-May-22,RT1,15,40
19558,30-May-22,RT1,17,40
19560,30-May-22,RT1,14,26
17561,30-May-22,RT1,14,26
16560,30-May-22,RT1,15,34
16561,30-May-22,RT1,9,18
16562,30-May-22,RT1,12,31
16563,30-May-22,RT1,20,41
17559,30-May-22,RT1,18,32
17562,30-May-22,RT1,10,20
17563,30-May-22,RT1,11,25
18558,30-May-22,RT1,7,15
18559,30-May-22,RT1,16,42
18561,30-May-22,RT1,17,33
18562,30-May-22,RT1,20,38
18563,30-May-22,RT1,11,27
19559,30-May-22,RT1,10,24
19561,30-May-22,RT1,14,36
17564,30-May-22,RT1,7,16
19562,30-May-22,RT2,12,23
18563,30-May-22,RT2,14,29
17561,30-May-22,RT2,22,36
17558,30-May-22,RT2,23,50
16562,30-May-22,RT2,16,43
16561,30-May-22,RT2,13,24
16558,30-May-22,RT2,11,22
19560,30-May-22,RT2,19,38
16563,30-May-22,RT2,20,38
16559,30-May-22,RT2,24,41
19559,30-May-22,RT2,22,41
19558,30-May-22,RT2,13,39
17559,30-May-22,RT2,21,39
16560,30-May-22,RT2,12,34
18562,30-May-22,RT2,17,34
18559,30-May-22,RT2,18,44
17563,30-May-22,RT2,20,44
17562,30-May-22,RT2,9,30
18558,30-May-22,RT2,12,30
17564,30-May-22,RT2,13,40
18561,30-May-22,RT2,19,40
18560,30-May-22,RT2,22,40
17560,30-May-22,RT2,19,45
19561,30-May-22,RT2,16,45
19563,30-May-22,RT2,18,45
16559,30-May-22,RT1,14,30
19562,30-May-22,RT3,13,29
19561,30-May-22,RT3,12,29
18562,30-May-22,RT3,14,29
17558,30-May-22,RT3,10,27
17562,30-May-22,RT3,9,27
19559,30-May-22,RT3,10,27
16559,30-May-22,RT3,17,32
16558,30-May-22,RT3,4,8
18559,30-May-22,RT3,7,23
16560,30-May-22,RT3,8,20
16562,30-May-22,RT3,8,18
17559,30-May-22,RT3,8,16
17563,30-May-22,RT3,8,16
19558,30-May-22,RT3,8,21
17564,30-May-22,RT3,8,24
18558,30-May-22,RT3,13,26
18561,30-May-22,RT3,13,25
19560,30-May-22,RT3,9,19
16563,30-May-22,RT3,10,20
17560,30-May-22,RT3,12,25
16561,30-May-22,RT3,11,21
17561,30-May-22,RT3,11,19
18560,30-May-22,RT3,11,24
18563,30-May-22,RT3,11,23
16560,30-May-22,RT4,2,7
17562,30-May-22,RT4,2,6
19563,30-May-22,RT4,2,6
16558,30-May-22,RT4,2,3
18561,30-May-22,RT4,4,9
17560,30-May-22,RT4,5,13
16561,30-May-22,RT4,6,10
17564,30-May-22,RT4,6,17
19559,30-May-22,RT4,1,3
18560,30-May-22,RT4,9,15
19560,30-May-22,RT4,8,16
18559,30-May-22,RT4,6,19
17563,30-May-22,RT4,10,19
19562,30-May-22,RT4,7,14
17559,30-May-22,RT4,8,14
18558,30-May-22,RT4,9,20
18562,30-May-22,RT4,10,20
18563,30-May-22,RT4,8,18
16563,30-May-22,RT4,10,18
16559,30-May-22,RT4,9,18
16562,30-May-22,RT4,3,6
17558,30-May-22,RT4,3,6
19558,30-May-22,RT4,3,7
19561,30-May-22,RT4,3,7
17561,30-May-22,RT4,3,4
16559,31-May-22,RT1,16,30
19562,31-May-22,RT1,15,30
19563,31-May-22,RT1,13,30
17558,31-May-22,RT1,10,19
16558,31-May-22,RT1,10,19
17560,31-May-22,RT1,18,40
19558,31-May-22,RT1,14,40
19560,31-May-22,RT1,12,26
17561,31-May-22,RT1,15,26
16560,31-May-22,RT1,16,34
16561,31-May-22,RT1,9,18
16562,31-May-22,RT1,12,31
16563,31-May-22,RT1,20,41
17559,31-May-22,RT1,14,32
17562,31-May-22,RT1,6,20
17563,31-May-22,RT1,15,25
18558,31-May-22,RT1,6,15
18559,31-May-22,RT1,15,42
18561,31-May-22,RT1,18,33
18562,31-May-22,RT1,22,38
18563,31-May-22,RT1,12,27
19559,31-May-22,RT1,9,24
19561,31-May-22,RT1,12,36
17564,31-May-22,RT1,5,16
19562,31-May-22,RT2,11,23
18563,31-May-22,RT2,13,29
17561,31-May-22,RT2,18,36
17558,31-May-22,RT2,18,50
16562,31-May-22,RT2,20,43
16561,31-May-22,RT2,12,24
16558,31-May-22,RT2,12,22
19560,31-May-22,RT2,21,38
16563,31-May-22,RT2,17,38
16559,31-May-22,RT2,25,41
19559,31-May-22,RT2,20,41
19558,31-May-22,RT2,14,39
17559,31-May-22,RT2,22,39
16560,31-May-22,RT2,12,34
18562,31-May-22,RT2,20,34
18559,31-May-22,RT2,14,44
17563,31-May-22,RT2,27,44
17562,31-May-22,RT2,11,30
18558,31-May-22,RT2,14,30
17564,31-May-22,RT2,13,40
18561,31-May-22,RT2,23,40
18560,31-May-22,RT2,18,40
17560,31-May-22,RT2,20,45
19561,31-May-22,RT2,20,45
19563,31-May-22,RT2,18,45
19563,31-May-22,RT3,10,29
18560,31-May-22,RT1,12,30
19562,31-May-22,RT3,14,29
19561,31-May-22,RT3,11,29
18562,31-May-22,RT3,13,29
17558,31-May-22,RT3,11,27
17562,31-May-22,RT3,9,27
19559,31-May-22,RT3,10,27
16559,31-May-22,RT3,16,32
16558,31-May-22,RT3,4,8
16562,31-May-22,RT3,7,18
17559,31-May-22,RT3,7,16
19558,31-May-22,RT3,6,21
17563,31-May-22,RT3,8,16
18561,31-May-22,RT3,13,25
18560,31-May-22,RT3,14,24
16560,31-May-22,RT3,9,20
18559,31-May-22,RT3,9,23
17564,31-May-22,RT3,9,24
17561,31-May-22,RT3,10,19
18558,31-May-22,RT3,10,26
19560,31-May-22,RT3,10,19
17560,31-May-22,RT3,12,25
18563,31-May-22,RT3,12,23
16561,31-May-22,RT3,11,21
16563,31-May-22,RT3,11,20
16560,31-May-22,RT4,2,7
16562,31-May-22,RT4,2,6
19559,31-May-22,RT4,2,3
16558,31-May-22,RT4,2,3
16561,31-May-22,RT4,5,10
18561,31-May-22,RT4,5,9
17560,31-May-22,RT4,6,13
17564,31-May-22,RT4,6,17
18560,31-May-22,RT4,9,15
19560,31-May-22,RT4,8,16
18559,31-May-22,RT4,6,19
17563,31-May-22,RT4,10,19
19562,31-May-22,RT4,7,14
17559,31-May-22,RT4,7,14
18558,31-May-22,RT4,8,20
18562,31-May-22,RT4,10,20
18563,31-May-22,RT4,7,18
16563,31-May-22,RT4,9,18
16559,31-May-22,RT4,8,18
17558,31-May-22,RT4,3,6
17562,31-May-22,RT4,3,6
19563,31-May-22,RT4,3,6
19558,31-May-22,RT4,3,7
19561,31-May-22,RT4,3,7
17561,31-May-22,RT4,3,4
16559,01-Jun-22,RT1,14,30
18560,01-Jun-22,RT1,18,30
19562,01-Jun-22,RT1,18,30
19563,01-Jun-22,RT1,14,30
17558,01-Jun-22,RT1,8,19
16558,01-Jun-22,RT1,9,19
17560,01-Jun-22,RT1,17,40
19558,01-Jun-22,RT1,12,40
19560,01-Jun-22,RT1,14,26
17561,01-Jun-22,RT1,14,26
16560,01-Jun-22,RT1,15,34
16561,01-Jun-22,RT1,10,18
16562,01-Jun-22,RT1,14,31
16563,01-Jun-22,RT1,23,41
17559,01-Jun-22,RT1,17,32
17562,01-Jun-22,RT1,7,20
17563,01-Jun-22,RT1,12,25
18558,01-Jun-22,RT1,6,15
18559,01-Jun-22,RT1,14,42
18561,01-Jun-22,RT1,19,33
18562,01-Jun-22,RT1,20,38
18563,01-Jun-22,RT1,12,27
19559,01-Jun-22,RT1,11,24
19561,01-Jun-22,RT1,15,36
17564,01-Jun-22,RT1,5,16
19562,01-Jun-22,RT2,10,23
18563,01-Jun-22,RT2,12,29
17561,01-Jun-22,RT2,16,36
17558,01-Jun-22,RT2,19,50
16562,01-Jun-22,RT2,19,43
16561,01-Jun-22,RT2,12,24
16558,01-Jun-22,RT2,9,22
19560,01-Jun-22,RT2,18,38
16563,01-Jun-22,RT2,22,38
16559,01-Jun-22,RT2,21,41
19559,01-Jun-22,RT2,18,41
19558,01-Jun-22,RT2,15,39
17559,01-Jun-22,RT2,21,39
16560,01-Jun-22,RT2,14,34
18562,01-Jun-22,RT2,17,34
18559,01-Jun-22,RT2,16,44
17563,01-Jun-22,RT2,22,44
